case,seed,step,x,y,heading,d_heading,theta_u_policy,v_ratio_policy,omega_intent,v_intent,omega_exec,v_exec,v_ratio_exec,v_ratio_cap,max_vel_cap_phys,kappa,e_n,contour_error,reward
open_line,42,14,0.951,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.923333333333337
open_line,42,15,1.051,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,16,1.151,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,17,1.2510000000000001,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,18,1.3510000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,19,1.4510000000000003,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,20,1.5510000000000004,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.59
open_line,42,21,1.6510000000000005,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.617196136584086
open_line,42,22,1.7510000000000006,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.84395958615455
open_line,42,23,1.8510000000000006,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.79672622970497
open_line,42,24,1.9510000000000007,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0
open_line,42,25,2.0510000000000006,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,26.28882048957301
open_square,1042,1,0.0029999625000781257,1.4999937500078131e-05,0.005000000000000001,0.005000000000000001,0.3,0.6,0.44999999999999996,0.6,0.05,0.030000000000000006,0.030000000000000006,1.0,1.0,0.4951319588376413,1.4999937500078131e-05,1.4999937500078131e-05,-7.77028412009831
open_square,1042,2,0.011998162560077328,0.00019498793774007595,0.020000000000000004,0.015000000000000003,0.3,0.6,0.44999999999999996,0.6,0.15000000000000002,0.09000000000000002,0.09000000000000002,1.0,1.0,0.4945641551793609,0.00019498793774007595,0.00019498793774007595,-6.966355709317722
open_square,1042,3,0.029975667247186727,0.0010946129846122863,0.05000000000000001,0.030000000000000006,0.3,0.6,0.44999999999999996,0.6,0.30000000000000004,0.18000000000000005,0.18000000000000005,1.0,1.0,0.4928648610667518,0.0010946129846122863,0.0010946129846122863,-5.952198080906589
open_square,1042,4,0.05984039402984409,0.003940328043649006,0.095,0.04499999999999999,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.30000000000000004,0.30000000000000004,1.0,1.0,0.48947277060088157,0.003940328043649006,0.003940328043649006,-1.0084064242168909
open_square,1042,5,0.104335092536966,0.010665044004960973,0.15,0.05499999999999999,0.3,0.6,0.44999999999999996,0.6,0.5499999999999998,0.45000000000000007,0.45000000000000007,1.0,1.0,0.48608644675826623,0.010665044004960973,0.010665044004960973,-4.753130010927177
open_square,1042,6,0.1630169474204149,0.023172637995726945,0.20999999999999996,0.05999999999999997,0.3,0.6,0.44999999999999996,0.6,0.5999999999999998,0.6,0.6,1.0,1.0,0.4867937690510092,0.023172637995726945,0.023172637995726945,-1.2268628251752756
open_square,1042,7,0.232408451958759,0.04237730143732278,0.2699999999999999,0.05999999999999994,0.3,0.6,0.44999999999999996,0.6,0.5999999999999996,0.7199999999999999,0.7199999999999999,1.0,1.0,0.49422677455393954,0.04237730143732278,0.04237730143732278,-6.998885606938149
open_square,1042,8,0.30916816079835907,0.06824131309173984,0.32499999999999984,0.05499999999999994,0.3,0.6,0.44999999999999996,0.6,0.5499999999999996,0.8099999999999998,0.8099999999999998,1.0,1.0,0.5094621134251875,0.06824131309173984,0.06824131309173984,-8.780020279071978
open_square,1042,9,0.3902806398660841,0.0997018556726915,0.36999999999999983,0.044999999999999984,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.8699999999999998,0.8699999999999998,1.0,1.0,0.5336117049172832,0.0997018556726915,0.0997018556726915,-10.25834859284831
open_square,1042,10,0.4728215139195785,0.13557669519128954,0.40999999999999986,0.040000000000000036,0.3,0.6,0.44999999999999996,0.6,0.4000000000000003,0.8999999999999997,0.8999999999999997,1.0,1.0,0.5676275607346203,0.13557669519128954,0.13557669519128954,-11.67026159901876
open_square,1042,11,0.5538617531313194,0.17472359326130024,0.44999999999999996,0.04000000000000009,0.3,0.6,0.44999999999999996,0.6,0.40000000000000063,0.8999999999999996,0.8999999999999996,1.0,1.0,0.6067125892792978,0.17472359326130024,0.17472359326130024,-12.548543972915615
open_square,1042,12,0.6304190308870691,0.21605134692187294,0.49499999999999994,0.044999999999999984,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.8699999999999994,0.8699999999999994,1.0,1.0,0.6452153552435833,0.21605134692187294,0.21605134692187294,-12.986178042818997
open_square,1042,13,0.6998934340775388,0.2576963622457751,0.5399999999999999,0.044999999999999984,0.3,0.6,0.44999999999999996,0.6,0.44999999999999996,0.8099999999999993,0.8099999999999993,1.0,1.0,0.6918185688615747,0.2576963622457751,0.2576963622457751,-13.645327943119838
